Epoch,epoch,eval/Actions Max,eval/Actions Mean,eval/Actions Min,eval/Actions Std,eval/Average Returns,eval/Num Paths,eval/Returns Max,eval/Returns Mean,eval/Returns Min,eval/Returns Std,eval/Rewards Max,eval/Rewards Mean,eval/Rewards Min,eval/Rewards Std,eval/num paths total,eval/num steps total,eval/path length Max,eval/path length Mean,eval/path length Min,eval/path length Std,expl/Actions Max,expl/Actions Mean,expl/Actions Min,expl/Actions Std,expl/Average Returns,expl/Num Paths,expl/Returns Max,expl/Returns Mean,expl/Returns Min,expl/Returns Std,expl/Rewards Max,expl/Rewards Mean,expl/Rewards Min,expl/Rewards Std,expl/num paths total,expl/num steps total,expl/path length Max,expl/path length Mean,expl/path length Min,expl/path length Std,replay_buffer/size,time/data storing (s),time/epoch (s),time/evaluation sampling (s),time/exploration sampling (s),time/logging (s),time/sac training (s),time/saving (s),time/total (s),time/training (s),trainer/Log Pis Max,trainer/Log Pis Mean,trainer/Log Pis Min,trainer/Log Pis Std,trainer/Policy Loss,trainer/Q Targets Max,trainer/Q Targets Mean,trainer/Q Targets Min,trainer/Q Targets Std,trainer/Q1 Predictions Max,trainer/Q1 Predictions Mean,trainer/Q1 Predictions Min,trainer/Q1 Predictions Std,trainer/Q2 Predictions Max,trainer/Q2 Predictions Mean,trainer/Q2 Predictions Min,trainer/Q2 Predictions Std,trainer/QF1 Loss,trainer/QF2 Loss,trainer/num train calls,trainer/policy/mean Max,trainer/policy/mean Mean,trainer/policy/mean Min,trainer/policy/mean Std,trainer/policy/normal/log_std Max,trainer/policy/normal/log_std Mean,trainer/policy/normal/log_std Min,trainer/policy/normal/log_std Std,trainer/policy/normal/std Max,trainer/policy/normal/std Mean,trainer/policy/normal/std Min,trainer/policy/normal/std Std
10,10,0.94135267,-0.014394641,-0.9553448,0.4812304,-6.0771517417724805,5,56.235965817557826,-6.0771517417724805,-70.92486786625592,46.97984677479342,2.179005181343895,-0.006077151741772683,-1.9396029353560391,0.32216274528319727,55,55000,1000,1000.0,1000,0.0,0.99970484,0.0032095762,-0.99921614,0.64477074,-107.18960186915747,6,-18.874719853775424,-107.18960186915747,-239.2232244997341,76.68309497586472,2.6083832881293465,-0.643137611214945,-4.014765114098973,0.955190374390301,78,12000,326,166.66666666666666,20,116.91259793348001,12000,0.0065048858523368835,18.725110332947224,7.361938515212387,1.6808373359963298,0.03826492698863149,7.392271913588047,2.245241377968341,389.16441518301144,5.137734115123749e-05,2.5638208,-3.8982034,-9.642909,1.9997053,-133.07007,162.74646,128.77316,-1.932544,25.021122,166.69215,129.68825,40.20801,22.059986,162.30222,129.51358,46.101017,21.741734,81.71954,82.45634,11000,0.95725375,-0.028536981,-0.9667813,0.4495947,0.17418334,-0.11890094,-0.5114075,0.085576676,1.1902738,0.89109993,0.599651,0.074614465
11,11,0.95534945,0.08960082,-0.8679746,0.35443813,448.93103250006516,5,616.4180034206036,448.93103250006516,276.25469727152813,117.92100955024861,1.6059692173995632,0.4489310325000668,-1.9540389226599562,0.2557716711988129,60,60000,1000,1000.0,1000,0.0,0.9987508,0.0566177,-0.9975394,0.63304156,-139.03614617505488,4,-16.576550299490084,-139.03614617505488,-472.1706318598437,192.63024563708743,1.740245025268731,-0.5561445847002194,-3.711067362442627,0.6541337747327017,82,13000,846,250.0,18,345.35778549208936,13000,0.006638525985181332,17.887295143678784,7.4841722240671515,1.5752242989838123,0.010712416842579842,8.785737430211157,0.0247638626024127,446.1023236368783,4.6384986490011215e-05,0.46005058,-3.964535,-8.5849085,1.7911111,-138.61089,170.57364,134.87196,77.0498,21.359564,171.75099,135.92726,80.35766,21.467709,170.8392,135.24486,77.48492,21.678415,49.647774,51.774952,12000,0.9739167,0.05183071,-0.94296837,0.43501067,0.08817593,-0.13478404,-0.5958031,0.085099556,1.0921803,0.8770138,0.5511198,0.07270974
12,12,0.91300696,0.032861043,-0.9087175,0.405244,352.7645200909853,5,386.69219578426043,352.7645200909853,305.0630387184955,28.854045509095464,1.769205471898704,0.35276452009098513,-1.3899403295944501,0.17799270393267666,65,65000,1000,1000.0,1000,0.0,0.999463,0.029830283,-0.99797696,0.63423556,-270.4323464803639,2,-8.414207080309097,-270.4323464803639,-532.4504858804187,262.0181394000548,2.622638511562181,-0.5408646929607276,-2.7268724510549713,0.6741360670309078,84,14000,933,500.0,67,433.0,14000,0.006522082258015871,20.59880753327161,7.064353554975241,1.4843804091215134,0.023786774836480618,7.510786869563162,4.508933609817177,494.37785720825195,4.4232700020074844e-05,2.155325,-3.9682145,-8.980179,1.9093757,-147.45084,179.40775,142.60333,-1.619484,29.157782,180.8318,144.15799,34.046,24.611685,176.76534,143.19745,44.68512,24.191828,82.18953,99.5592,13000,0.9611678,0.0476209,-0.9449437,0.43341944,0.09742458,-0.12931354,-0.5167517,0.07312424,1.1023283,0.8810225,0.59645486,0.063386925
13,13,0.93842125,0.036225375,-0.9224007,0.4533988,199.1138660552154,5,336.9072217406937,199.1138660552154,136.5316909057805,72.09269069966312,1.9152800557840064,0.1991138660552166,-1.1006110246807403,0.22955697274662099,70,70000,1000,1000.0,1000,0.0,0.9982594,0.0480806,-0.99957883,0.627894,-621.7153524678685,1,-621.7153524678685,-621.7153524678685,-621.7153524678685,0.0,1.0092212146625463,-0.6217153524678674,-2.7577174591736595,0.6028800957222524,85,15000,1000,1000.0,1000,0.0,15000,0.006461067125201225,21.122539145871997,7.368940466083586,1.4780496223829687,0.11481514107435942,7.806220446713269,4.348008759319782,534.5958250751719,4.3643172830343246e-05,3.8085442,-3.6076727,-9.72311,2.0614545,-148.67484,182.6009,143.65312,-0.7530551,28.158998,184.42711,145.01994,58.176277,25.434908,184.60327,144.79515,66.88348,25.422588,84.43524,96.36783,14000,0.94953775,0.05109727,-0.93619615,0.46273807,0.137658,-0.14567688,-0.5138506,0.08244586,1.147583,0.8673451,0.59818774,0.07040977
14,14,0.860625,0.058912657,-0.88031936,0.39676768,357.9186259693749,5,364.28215276207027,357.9186259693749,343.7462580603883,7.270497381715284,1.199654022910253,0.3579186259693748,-1.1319069010523606,0.12583973507866178,75,75000,1000,1000.0,1000,0.0,0.9991134,0.04649769,-0.99955076,0.63870865,-118.98895509707071,5,11.955364582598657,-118.98895509707071,-426.5360781297726,165.79618883213521,2.718939957821113,-0.5949447754853542,-3.9146530688326084,0.8450596269391598,90,16000,629,200.0,10,227.42998922745434,16000,0.006743572186678648,23.92899609170854,7.808643263299018,1.5899747959338129,0.009526101872324944,9.010512429755181,5.503551215864718,606.2948467056267,4.4712796807289124e-05,3.1113815,-4.0632586,-9.862421,1.9088572,-154.51411,190.79233,151.24074,-1.0384287,27.54392,191.33372,151.72812,24.348776,25.543602,190.76245,151.15794,21.828924,25.529203,56.79923,71.43239,15000,0.9574264,0.040349845,-0.9572422,0.44410643,0.11190216,-0.14504547,-0.7708608,0.08533373,1.1184034,0.8680744,0.4626147,0.07211282
15,15,0.92486405,0.16123362,-0.9109468,0.39475092,267.1159380138954,5,347.7078733718425,267.1159380138954,168.0684902478518,70.0620243427693,1.0398129463115624,0.2671159380138961,-1.5481674192368469,0.12288263627550315,80,80000,1000,1000.0,1000,0.0,0.9984663,-0.0048145456,-0.9988634,0.6282557,-616.4809582988006,1,-616.4809582988006,-616.4809582988006,-616.4809582988006,0.0,0.8345860007122519,-0.616480958298801,-3.705195936909357,0.617888496256346,91,17000,1000,1000.0,1000,0.0,17000,0.006565579678863287,22.870919415727258,7.028985450044274,1.490091223269701,0.009466928895562887,7.386818580329418,6.948947252705693,650.4008424552158,4.440080374479294e-05,2.6837025,-4.026106,-8.52631,1.9125984,-158.99142,194.03973,155.7465,93.61956,25.513376,197.07362,155.87944,80.37676,25.282341,197.37846,155.05342,84.656364,25.886858,44.266933,47.23148,16000,0.95509505,0.017949384,-0.9124699,0.42381677,0.06698109,-0.14470989,-0.50980014,0.08230075,1.0692753,0.8681637,0.6006156,0.06994781
16,16,0.95891124,0.034576997,-0.9524999,0.4009674,244.6621028143003,6,613.8114666418842,244.6621028143003,-1.880260831446337,200.90980889208828,1.723513933113613,0.3510216683131999,-3.021009470098603,0.3170291202688107,86,84182,1000,697.0,46,429.2936058224022,0.9995037,0.045866452,-0.9980069,0.62989694,-89.68562077388741,5,-12.397030023760971,-89.68562077388741,-267.8276765075019,93.51005433433416,1.6524976768483135,-0.4484281038694372,-3.4660189043081724,0.7060084735312013,96,18000,575,200.0,13,196.91825715255558,18000,0.006516165100038052,16.955314936582,7.724622454028577,1.479563603643328,0.008132686372846365,7.7115139425732195,0.024912436958402395,687.2520949700847,5.3647905588150024e-05,3.3277893,-3.9067361,-8.658975,1.8548042,-161.09232,202.0473,157.5297,0.068785064,29.744787,202.58234,157.3234,28.206089,28.481285,205.0969,157.60455,41.819405,28.16972,67.54927,69.21069,17000,0.9643989,0.06966964,-0.9734912,0.44316277,0.1302218,-0.14889097,-0.44647408,0.08428067,1.139081,0.8646908,0.63988036,0.07166074
17,17,0.95685035,-0.12122041,-0.94890636,0.3692792,387.6461453922575,5,552.3643473833025,387.6461453922575,319.0239352016358,84.01668548324896,2.123623890625055,0.38764614539225856,-3.032258625805259,0.27463904653165755,91,89182,1000,1000.0,1000,0.0,0.9998097,-0.006110754,-0.99880445,0.62610835,-122.09921458300417,4,-26.749325200796903,-122.09921458300417,-352.66179414574174,134.0942709649557,1.8330843606398661,-0.48839685833201635,-2.7497593918463314,0.7431642489948967,100,19000,660,250.0,61,239.50052192009937,19000,0.006492158863693476,21.90730809373781,7.169090760871768,1.490173848811537,0.02106273826211691,7.523610889911652,5.69683583592996,727.8921735021286,4.186108708381653e-05,6.5943594,-3.8517704,-9.161434,1.9942598,-164.13062,202.68504,160.39294,-2.1177816,31.244879,204.92863,160.88998,26.264267,30.639906,209.49577,160.66132,34.780003,30.83895,51.942642,59.278824,18000,0.9477987,-0.008294321,-0.96859527,0.4404903,0.11711768,-0.16290367,-0.92857444,0.084818795,1.1242517,0.8526597,0.39511657,0.07003153
18,18,0.97409624,0.06575371,-0.98255336,0.38665915,225.18725083212692,7,531.70470100603,225.18725083212692,1.922918264659749,199.9772219167505,2.4286070820515366,0.3869196749692895,-2.231983561907735,0.3691667822858686,98,93256,1000,582.0,18,482.675874681965,0.9992468,0.004639512,-0.9988152,0.6197444,-167.11580667029816,3,-10.760524992077888,-167.11580667029816,-456.7776403466202,205.0378735770764,2.885050403276754,-0.5013474200108943,-2.682660703903243,0.6610164204484272,103,20000,875,333.3333333333333,27,384.11138430871273,20000,0.00650692917406559,16.834382850211114,7.541847622022033,1.4812936540693045,0.02665712684392929,7.548069375101477,0.2299652099609375,765.9107316513546,4.2933039367198944e-05,2.748744,-4.005922,-9.034377,1.9832546,-167.8062,212.56116,164.60825,58.309322,30.093054,215.96405,164.49089,63.260735,30.190231,216.69276,165.21313,68.86772,31.065084,45.518677,47.94368,19000,0.94978464,0.034072913,-0.9231437,0.4316782,0.13126957,-0.17004979,-1.027041,0.09651188,1.1402751,0.8474133,0.35806492,0.07786009
19,19,0.9084846,-0.0714471,-0.93057793,0.32215357,477.2056193629193,5,620.1250865008057,477.2056193629193,64.1590248660629,207.5466594987679,2.0128990962380415,0.5704107331615115,-1.930729552259212,0.19365496686640302,103,97439,1000,836.6,183,326.8,0.9993968,0.032479074,-0.99762857,0.63229024,-86.07740307403654,7,-17.287190533702947,-86.07740307403654,-147.7442516712244,49.1869976822159,2.0946836701832723,-0.6025418215182556,-3.049261379926482,0.8651259132696892,110,21000,236,142.85714285714286,43,69.25610560279365,21000,0.006675721146166325,21.37448398163542,7.0663888696581125,1.4751435853540897,0.008484612219035625,7.370648056734353,5.447103061247617,813.7036783923395,4.007527604699135e-05,1.8030548,-4.0492845,-10.44044,1.8421831,-165.87668,212.40712,163.25464,-2.5281072,35.52587,213.01372,162.95276,18.67958,34.09348,212.52257,163.14848,58.78473,33.73528,59.218803,81.8241,20000,0.95154184,0.051979207,-0.946602,0.42079344,0.14041363,-0.17432405,-1.1451287,0.09920134,1.1507497,0.8439636,0.31818295,0.07849884
